I love	 	 	I like	 	 	I don't like	 	 	I hate	 	 
144445422	Deen Burbigo	Ma bande	144445432	Deen Burbigo	Là gamin	414838222	Orelsan	Paradis	47326511	Arvo Pärt	I. Ludus
144445436	Deen Burbigo	Tu rêves	698747402	Nekfeu	Ken Kaneki	585387312	Orelsan	Dis-moi	106706224	Glenn Gould	Contrapunctus III (Remastered)
698747292	Nekfeu	Elle pleut	119682450	Mz	Les princes	706487642	PNL	Sibérie	13533692	Botch	To Our Friends in the Great White North (Demo)
698747242	Nekfeu	Ecrire	140398635	Vald	Ma meilleure amie	55434611	Les Double Six	Meet Benny Bailey (Au Bout Du Fil)	427341552	New York Philharmonic Orchestra	Symphony No. 9 in D Minor, WAB 109: II. Scherzo. Bewegt, lebhaft. Trio. Schnell (Live)
481339432	S.Pri Noir	Juste pour voir	140398653	Vald	Vitrine	3125472	Bill Bruford	One Of A Kind - Part One	70978510	Naked City	Osaka Bondage
378806591	Ash Kidd	Lolita	676084512	The Shapeshifters	Life Is A Dancefloor (feat. Kimberly Davis)	6750126	Jean-Christophe Maillard	Branle de village sur le 8ème ton	6183472	Karlheinz Stockhausen	Gesang Der Juenglinge
706047222	Lefa	Bitch (feat. Vald)	533617992	Weiss (UK)	Feel My Needs (Purple Disco Machine Remix)	109786870	Tim Berne	Geez (Berne)(For Craig)	429941542	Magic Malik	XP-Contrepoint mécanique à six voix
464226482	DJ Koze	Pick Up	354918001	Damso	Δ. Dieu ne ment jamais	799575	Pierre-Laurent Aimard	Traditional : Yangisa	12156755	Steve Lehman	Digital Ambush
354917991	Damso	Γ. Mosaïque solitaire	516941922	Damso	Dix leurres	12677533	Men From The Niutao Community	Aliamu Ma Ana Mea Tufuga (Aliamu and His Tools)	426733542	Jakob Bro	Full Moon Europa
686879632	Kapote	Delirio Italiano	683740592	Agoria	Jardin	92487480	Jakob Dietrich	Zäuerli with Schelleschötte (Ringing the Cow Bells)	77055099	Matthew Curtis	Kyrie (La Messe de Notre Dame) - Balanced Voices
671126882	Kapote	The Nose (Short Version)	705225942	Lone	Abraxas	3489376	Horace Silver Quintet	The Cape Verdean Blues	65802269	Meredith Monk	Dusk
678983922	Coeo	Cabrio Mango	497576332	Jacques	Tout est magnifique	2269650	Tony Williams	There Comes A Time	429108162	Paul Bley	Speak Easy
671524582	Coeo	Japanese Woman	703677802	Art Department	Mind Made Up	9592203	"David ""Fuze"" Fiuczynski"	Moonring Bacchanal	1499310	Golden Gate Jubilee Quartet	Preacher And The Bear
583177742	Lomepal	Trop beau	68275225	Detroit Swindle	The Break Up (Original Mix)	95108184	Philippe Jaroussky	Varèse: Un grand sommeil noir	121437780	Octurn	Lhasa
389062831	Columbine	Pierre, feuille, papier, ciseaux	143074540	Lone	Cloud 909	414426462	The Residents	This is a Man's Man's Man's World	73467980	Maalim Abdi	Natamani uwa [ua]
704694212	Lorenzo	Damdamdeo	585387212	Orelsan	Rêves bizarres (feat. Damso)	85900431	Aphex Twin	CIRCLONT14 [152.97][shrymoming mix]	63419829	Abe Schwartz	Sher Pt.2
13789085	Orelsan	La terre est ronde	414838212	Orelsan	La pluie (feat. Stromae)	704069822	Ali Farka Toure	Sabu Yerkoy	1739106	James Chance & The Contortions	Contort Yourself
705167122	Changerz	Funk	463936682	Lorenzo	Fume à fond	751553	Don Ellis	Niner Two (Live At Montreux)	105522282	Glenn Branca	Symphony #3: 2nd Movement (Excerpt)
514890902	Changerz	Jeunes, coupables & libres	704694212	Lorenzo	Damdamdeo	47326511	Arvo Pärt	I. Ludus	7314318	Le Mystère Des Voix Bulgares	Zableyalo Mi Agantze (Album Version)
14888231	Eric Prydz	Call on Me (Radio Mix)	143661004	Lorenzo	Freestyle du sale	858671	Jaco Pastorius	Come On, Come Over	4655700	Don Cherry	Mahakali
414838102	Orelsan	San	414838122	Orelsan	Basique	797834	Laurent de Wilde	Jungle Hard Bop	7577270	Vincent Dumestre	Una musiqua
414838162	Orelsan	Bonne meuf	384898411	Nothing But Funk	Game Changer (Original Mix)	17524173	Aka Moon	For drummers only	132082546	Car Bomb	Black Blood
660248092	PNL	Deux frères	509561552	Changerz	Identiques	2457779	Primus	Tommy The Cat (Album Version)	78626974	King Oliver	Chattanooga Stomp
706487492	PNL	Blanka	514890892	Changerz	La vie est une ride	17696389	Luciano Berio	Visage	445346202	Théo Ceccaldi	Amanda Dakota
660248082	PNL	Celsius	434673312	Set&Match	Sunset	429941542	Magic Malik	XP-Contrepoint mécanique à six voix	676476332	Lightning Bolt	Dracula Mountain
 	 	 	414838132	Orelsan	Tout va bien	81882102	Mark Guiliana	A Quote Machine	63661146	Tatiana Samouil	Quatuor pour deux violons, alto et violoncelle en ré majeur (CFF 124): Poco lento - Allegro
 	 	 	414838142	Orelsan	Défaite de famille	65802269	Meredith Monk	Dusk	65341068	Krystian Zimerman	La Lugubre Gondola, S.200 no.2
 	 	 	414838172	Orelsan	Quand est-ce que ça s'arrête	201066	Carmen Miranda	Alô, Alô	516627482	Radio-Symphonieorchester Wien	4 Pezzi (Su una nota sola): IV. —
 	 	 	112342316	Orelsan	J’essaye, j’essaye	76145749	The Thewaprasit Ensemble	Pleng Sen Lao Na	 	 	 
 	 	 	653159322	PNL	Au DD	366003431	Ravi Shankar	Spring	 	 	 
 	 	 	132123602	PNL	DA	1735890	Skip James	Devil Got My Woman	 	 	 
 	 	 	660248142	PNL	Menace	131545124	Lord Invader	Out the Fire	 	 	 
 	 	 	660248042	PNL	Chang	115068454	Ikuta Ryu	Kojo No Tsuki	 	 	 
 	 	 	12015035	Alan Lomax	No More, My Lawd	76985342	Goldie	Vanilla	 	 	 
 	 	 	200128	Various Artists	Chant himba	123672654	Bob Log III	Guitar Party Power	 	 	 
 	 	 	3130696	Lords of the Underground	Here Come The Lords (Explicit)	80674522	Boban Markovic	Izvorski biseri	 	 	 
 	 	 	85986183	James Brown	Mother Popcorn (Part 1)	351958571	Sélébéyone	Are You in Peace	 	 	 
 	 	 	139301695	Awa Poulo	Dimo Yaou Tata	1739106	James Chance & The Contortions	Contort Yourself	 	 	 
 	 	 	130379666	Deru	Echoes of Me	3647677	Harry Partch	The Street	 	 	 
 	 	 	5593819	Dayton	Krackity-Krack (Remastered)	83947151	Totó La Momposina	Chí Chí Maní	 	 	 
 	 	 	3133915	Orchestre National de Barbès	Alaoui (live)	10236728	Austin Peralta	Capricornus	 	 	 
 	 	 	351958571	Sélébéyone	Are You in Peace	2439463	The Carla Bley Band	Musique Mecanique I	 	 	 
 	 	 	95547444	Dan Deacon	Sheathed Wings	67121873	Björk	Crystalline (Matthew Herbert Remix)	 	 	 
 	 	 	79088196	Hawk House	My Mind Is The Weapon (Topic 1)	61636056	Panzerballett	Birdland	 	 	 
 	 	 	6615567	Bill Frisell	One of These Days	2813599	Steps Ahead	Both Sides Of The Coin	 	 	 
 	 	 	78302846	Goto80	Boys Say Go	125953469	Slint	Breadcrumb Trail	 	 	 
 	 	 	 	 	 	9056672	The Adolescents	Kids of the Blackhole	 	 	 
 	 	 	 	 	 	6374932	Daniel Johnston	I Had Lost My Mind	 	 	 
 	 	 	 	 	 	12254142	Joy Division	Atmosphere (2011 Total Version)	 	 	 
 	 	 	 	 	 	64213891	Manu Le Malin	On the Way Home	 	 	 
 	 	 	 	 	 	7738509	Georgette plana	La Valse Brune	 	 	 
 	 	 	 	 	 	2271252	Manolo Sanlucar	El Poeta Pide A Su Amor Que Le Escriba(Canción-Bulería) (Album Version)	 	 	 
